school_id,year,state,district,school_type,location,management,enrollment_boys,enrollment_girls,total_enrollment,num_teachers,pupil_teacher_ratio,num_classrooms,has_electricity,has_drinking_water,has_toilet_boys,has_toilet_girls,has_library,has_computer_lab,has_playground,has_boundary_wall,infrastructure_score,gender_parity_index,dropout_rate_boys,dropout_rate_girls,avg_dropout_rate,dropout_risk
SCH00510,2023,Arunachal Pradesh,Arunachal Pradesh_District_2,Upper Primary,Rural,Private,157,131,288,7,41.14,7,1,1,1,0,1,1,1,1,0.875,0.834,29.83,40.52,35.17,High
SCH00510,2024,Arunachal Pradesh,Arunachal Pradesh_District_2,Upper Primary,Rural,Private,140,137,277,7,39.57,8,1,1,1,1,0,1,0,1,0.75,0.979,25.79,30.71,28.25,High
SCH00511,2022,Jammu and Kashmir,Jammu and Kashmir_District_2,Primary,Rural,Government,134,128,262,5,52.4,7,0,1,1,0,0,1,1,0,0.5,0.955,14.93,21.38,18.16,Medium
SCH00511,2023,Jammu and Kashmir,Jammu and Kashmir_District_2,Primary,Rural,Government,102,126,228,6,38.0,5,0,1,1,1,1,0,1,1,0.75,1.235,11.39,7.81,9.6,Low
SCH00511,2024,Jammu and Kashmir,Jammu and Kashmir_District_2,Primary,Rural,Government,107,116,223,5,44.6,5,1,1,1,0,1,1,1,0,0.75,1.084,17.6,25.74,21.67,High
SCH00512,2022,Uttarakhand,Uttarakhand_District_3,Upper Primary,Rural,Government,232,220,452,14,32.29,12,0,1,1,0,0,0,1,1,0.5,0.948,25.31,34.34,29.83,High
SCH00512,2023,Uttarakhand,Uttarakhand_District_3,Upper Primary,Rural,Government,257,242,499,12,41.58,10,1,1,1,1,0,0,1,1,0.75,0.942,18.94,16.47,17.71,Medium
SCH00512,2024,Uttarakhand,Uttarakhand_District_3,Upper Primary,Rural,Government,219,242,461,12,38.42,10,0,1,1,1,1,1,1,1,0.875,1.105,12.47,9.76,11.11,Medium
SCH00513,2022,Uttar Pradesh,Uttar Pradesh_District_1,Upper Primary,Rural,Government,330,355,685,25,27.4,15,0,1,0,1,1,0,1,1,0.625,1.076,19.23,16.09,17.66,Medium
SCH00513,2023,Uttar Pradesh,Uttar Pradesh_District_1,Upper Primary,Rural,Government,349,348,697,21,33.19,18,1,1,1,1,1,0,0,1,0.75,0.997,22.93,24.31,23.62,High
SCH00513,2024,Uttar Pradesh,Uttar Pradesh_District_1,Upper Primary,Rural,Government,358,406,764,28,27.29,17,0,1,1,1,1,0,1,1,0.75,1.134,19.55,16.94,18.25,Medium
SCH00514,2022,Sikkim,Sikkim_District_3,Higher Secondary,Urban,Government,109,121,230,5,46.0,5,1,1,1,1,0,0,1,1,0.75,1.11,13.77,12.64,13.21,Medium
SCH00514,2023,Sikkim,Sikkim_District_3,Higher Secondary,Urban,Government,128,103,231,5,46.2,6,1,1,0,0,1,1,1,1,0.75,0.805,10.22,22.06,16.14,Medium
SCH00514,2024,Sikkim,Sikkim_District_3,Higher Secondary,Urban,Government,108,103,211,5,42.2,4,1,1,1,1,0,0,1,0,0.625,0.954,3.27,0.0,1.64,Low
SCH00515,2022,Mizoram,Mizoram_District_3,Upper Primary,Urban,Government,387,432,819,30,27.3,18,1,1,1,1,1,1,1,1,1.0,1.116,0.0,0.0,0.0,Low
SCH00515,2023,Mizoram,Mizoram_District_3,Upper Primary,Urban,Government,348,412,760,31,24.52,17,0,0,0,1,1,0,1,1,0.5,1.184,24.44,23.47,23.96,High
SCH00515,2024,Mizoram,Mizoram_District_3,Upper Primary,Urban,Government,356,361,717,30,23.9,14,0,1,1,1,1,0,1,1,0.75,1.014,10.62,7.72,9.17,Low
SCH00516,2022,Assam,Assam_District_2,Secondary,Urban,Private,75,64,139,3,46.33,3,0,0,0,1,0,0,1,1,0.375,0.853,23.1,19.66,21.38,High
SCH00516,2023,Assam,Assam_District_2,Secondary,Urban,Private,56,63,119,3,39.67,3,0,1,0,0,0,0,1,0,0.25,1.125,22.16,33.95,28.05,High
SCH00516,2024,Assam,Assam_District_2,Secondary,Urban,Private,68,57,125,2,62.5,3,1,1,1,1,1,1,1,1,1.0,0.838,17.46,22.1,19.78,Medium
SCH00517,2022,Madhya Pradesh,Madhya Pradesh_District_5,Upper Primary,Rural,Private,243,239,482,11,43.82,10,0,0,1,1,1,0,1,1,0.625,0.984,28.55,28.45,28.5,High
SCH00517,2023,Madhya Pradesh,Madhya Pradesh_District_5,Upper Primary,Rural,Private,200,204,404,11,36.73,11,0,1,1,1,1,0,1,0,0.625,1.02,10.84,7.33,9.08,Low
SCH00517,2024,Madhya Pradesh,Madhya Pradesh_District_5,Upper Primary,Rural,Private,186,222,408,11,37.09,10,1,1,1,1,1,0,1,1,0.875,1.194,16.69,17.34,17.01,Medium
SCH00518,2022,Uttar Pradesh,Uttar Pradesh_District_5,Secondary,Rural,Private,158,152,310,9,34.44,8,1,1,1,0,1,0,0,0,0.5,0.962,29.98,41.53,35.75,High
SCH00518,2023,Uttar Pradesh,Uttar Pradesh_District_5,Secondary,Rural,Private,160,183,343,11,31.18,11,0,1,1,0,0,0,1,1,0.5,1.144,38.5,50.0,44.25,High
SCH00518,2024,Uttar Pradesh,Uttar Pradesh_District_5,Secondary,Rural,Private,181,161,342,10,34.2,7,0,1,0,1,1,1,0,1,0.625,0.89,17.65,18.53,18.09,Medium
SCH00519,2022,Haryana,Haryana_District_1,Upper Primary,Rural,Government,103,109,212,5,42.4,5,1,0,1,0,1,0,0,0,0.375,1.058,38.15,45.47,41.81,High
SCH00519,2023,Haryana,Haryana_District_1,Upper Primary,Rural,Government,99,103,202,5,40.4,5,1,1,1,1,1,0,1,0,0.75,1.04,9.7,4.74,7.22,Low
SCH00519,2024,Haryana,Haryana_District_1,Upper Primary,Rural,Government,93,111,204,5,40.8,4,1,1,1,1,0,0,1,0,0.625,1.194,14.99,14.65,14.82,Medium
SCH00520,2022,Meghalaya,Meghalaya_District_1,Higher Secondary,Urban,Private,335,285,620,19,32.63,13,0,1,1,1,1,1,0,0,0.625,0.851,0.0,0.0,0.0,Low
SCH00520,2023,Meghalaya,Meghalaya_District_1,Higher Secondary,Urban,Private,264,281,545,16,34.06,12,1,0,1,1,0,1,1,0,0.625,1.064,12.69,7.74,10.22,Medium
SCH00520,2024,Meghalaya,Meghalaya_District_1,Higher Secondary,Urban,Private,232,274,506,20,25.3,12,1,1,1,1,1,0,1,1,0.875,1.181,0.0,0.0,0.0,Low
SCH00521,2022,Manipur,Manipur_District_2,Higher Secondary,Rural,Government,215,210,425,10,42.5,8,1,1,1,1,1,0,1,1,0.875,0.977,34.46,37.0,35.73,High
SCH00521,2023,Manipur,Manipur_District_2,Higher Secondary,Rural,Government,270,220,490,11,44.55,14,1,1,0,0,1,0,0,1,0.5,0.815,15.97,27.6,21.78,High
SCH00521,2024,Manipur,Manipur_District_2,Higher Secondary,Rural,Government,262,263,525,13,40.38,16,1,1,1,1,1,0,1,1,0.875,1.004,25.08,23.38,24.23,High
SCH00522,2022,Madhya Pradesh,Madhya Pradesh_District_1,Secondary,Rural,Private,205,231,436,12,36.33,11,1,1,1,1,0,0,1,1,0.75,1.127,16.67,15.51,16.09,Medium
SCH00522,2023,Madhya Pradesh,Madhya Pradesh_District_1,Secondary,Rural,Private,219,198,417,12,34.75,10,1,1,1,1,1,0,1,0,0.75,0.904,6.99,3.29,5.14,Low
SCH00522,2024,Madhya Pradesh,Madhya Pradesh_District_1,Secondary,Rural,Private,232,190,422,12,35.17,10,1,1,1,1,0,0,1,1,0.75,0.819,38.09,50.0,44.04,High
SCH00523,2022,Sikkim,Sikkim_District_5,Higher Secondary,Rural,Aided,306,291,597,21,28.43,19,0,1,1,1,1,0,1,1,0.75,0.951,16.98,14.3,15.64,Medium
SCH00523,2023,Sikkim,Sikkim_District_5,Higher Secondary,Rural,Aided,309,279,588,22,26.73,12,1,1,1,0,0,0,1,0,0.5,0.903,16.94,27.37,22.15,High
SCH00523,2024,Sikkim,Sikkim_District_5,Higher Secondary,Rural,Aided,322,311,633,22,28.77,14,0,1,1,0,1,0,1,1,0.625,0.966,14.58,19.92,17.25,Medium
SCH00524,2022,Punjab,Punjab_District_2,Higher Secondary,Rural,Private,158,182,340,8,42.5,8,0,1,1,1,1,0,0,1,0.625,1.152,17.41,16.59,17.0,Medium
SCH00524,2023,Punjab,Punjab_District_2,Higher Secondary,Rural,Private,166,181,347,8,43.38,7,0,1,1,0,1,1,1,1,0.75,1.09,17.45,25.85,21.65,High
SCH00524,2024,Punjab,Punjab_District_2,Higher Secondary,Rural,Private,134,170,304,10,30.4,7,0,1,1,1,1,0,0,1,0.625,1.269,22.38,22.03,22.2,High
SCH00525,2022,Goa,Goa_District_2,Upper Primary,Rural,Government,45,43,88,3,29.33,3,1,1,1,1,0,0,1,1,0.75,0.956,11.29,7.44,9.37,Low
SCH00525,2023,Goa,Goa_District_2,Upper Primary,Rural,Government,48,44,92,2,46.0,3,0,1,0,1,0,0,1,1,0.5,0.917,23.11,25.85,24.48,High
SCH00525,2024,Goa,Goa_District_2,Upper Primary,Rural,Government,40,41,81,3,27.0,3,0,1,1,0,1,0,1,1,0.625,1.025,12.79,22.58,17.68,Medium
SCH00526,2022,Assam,Assam_District_2,Primary,Urban,Government,87,92,179,4,44.75,3,1,1,0,1,1,0,1,0,0.625,1.057,17.81,13.28,15.54,Medium
SCH00526,2023,Assam,Assam_District_2,Primary,Urban,Government,91,95,186,4,46.5,3,1,1,1,1,1,1,0,1,0.875,1.044,16.07,16.08,16.08,Medium
SCH00526,2024,Assam,Assam_District_2,Primary,Urban,Government,77,95,172,5,34.4,4,1,1,1,1,1,0,0,1,0.75,1.234,0.0,0.0,0.0,Low
SCH00527,2022,Telangana,Telangana_District_3,Higher Secondary,Urban,Private,172,167,339,8,42.38,7,1,1,1,1,0,0,1,0,0.625,0.971,14.13,11.76,12.95,Medium
SCH00527,2023,Telangana,Telangana_District_3,Higher Secondary,Urban,Private,174,196,370,10,37.0,9,0,1,0,1,0,1,1,1,0.625,1.126,12.36,8.55,10.45,Medium
SCH00527,2024,Telangana,Telangana_District_3,Higher Secondary,Urban,Private,162,166,328,8,41.0,8,1,1,0,1,1,0,0,1,0.625,1.025,4.14,0.0,2.07,Low
SCH00528,2022,Tamil Nadu,Tamil Nadu_District_1,Upper Primary,Urban,Private,278,342,620,14,44.29,13,1,1,1,0,0,0,1,0,0.5,1.23,24.98,36.26,30.62,High
SCH00528,2023,Tamil Nadu,Tamil Nadu_District_1,Upper Primary,Urban,Private,285,323,608,17,35.76,18,1,1,0,1,1,1,0,0,0.625,1.133,6.73,3.51,5.12,Low
SCH00528,2024,Tamil Nadu,Tamil Nadu_District_1,Upper Primary,Urban,Private,296,317,613,16,38.31,14,1,1,1,0,1,0,1,1,0.75,1.071,19.38,26.49,22.94,High
SCH00529,2022,Arunachal Pradesh,Arunachal Pradesh_District_2,Primary,Rural,Private,43,47,90,3,30.0,3,0,1,1,1,0,0,1,1,0.625,1.093,3.52,0.0,1.76,Low
SCH00529,2023,Arunachal Pradesh,Arunachal Pradesh_District_2,Primary,Rural,Private,46,43,89,3,29.67,3,0,1,1,1,0,0,0,0,0.375,0.935,8.28,3.77,6.03,Low
SCH00529,2024,Arunachal Pradesh,Arunachal Pradesh_District_2,Primary,Rural,Private,43,46,89,2,44.5,3,1,1,0,1,1,0,1,1,0.75,1.07,24.8,23.85,24.32,High
SCH00530,2022,Nagaland,Nagaland_District_1,Higher Secondary,Rural,Government,132,123,255,8,31.88,5,0,1,1,1,0,0,1,1,0.625,0.932,21.44,18.15,19.8,Medium
SCH00530,2023,Nagaland,Nagaland_District_1,Higher Secondary,Rural,Government,129,141,270,8,33.75,5,0,1,1,1,1,0,1,1,0.75,1.093,11.45,6.73,9.09,Low
SCH00530,2024,Nagaland,Nagaland_District_1,Higher Secondary,Rural,Government,128,140,268,9,29.78,7,0,1,1,1,0,1,1,1,0.75,1.094,15.02,13.78,14.4,Medium
SCH00531,2022,Manipur,Manipur_District_1,Primary,Urban,Private,188,229,417,13,32.08,10,1,1,1,0,1,0,1,0,0.625,1.218,4.4,10.52,7.46,Low
SCH00531,2023,Manipur,Manipur_District_1,Primary,Urban,Private,199,242,441,16,27.56,10,1,1,1,1,1,0,0,1,0.75,1.216,20.54,16.5,18.52,Medium
SCH00531,2024,Manipur,Manipur_District_1,Primary,Urban,Private,216,225,441,12,36.75,9,1,0,1,1,0,0,1,1,0.625,1.042,20.44,15.71,18.07,Medium
SCH00532,2022,Delhi,Delhi_District_1,Higher Secondary,Rural,Government,390,418,808,29,27.86,18,0,1,1,1,0,0,1,0,0.5,1.072,2.31,0.0,1.15,Low
SCH00532,2023,Delhi,Delhi_District_1,Higher Secondary,Rural,Government,412,347,759,28,27.11,22,1,1,1,1,0,0,1,0,0.625,0.842,8.33,7.28,7.8,Low
SCH00532,2024,Delhi,Delhi_District_1,Higher Secondary,Rural,Government,430,358,788,28,28.14,23,1,1,0,1,1,0,1,1,0.75,0.833,12.47,10.71,11.59,Medium
SCH00533,2022,Telangana,Telangana_District_3,Primary,Rural,Government,409,389,798,19,42.0,17,1,1,1,1,1,1,1,0,0.875,0.951,12.75,10.4,11.58,Medium
SCH00533,2023,Telangana,Telangana_District_3,Primary,Rural,Government,363,376,739,19,38.89,17,0,1,1,1,0,0,1,0,0.5,1.036,8.6,6.25,7.42,Low
SCH00533,2024,Telangana,Telangana_District_3,Primary,Rural,Government,411,361,772,19,40.63,17,1,0,1,1,0,1,0,1,0.625,0.878,27.56,30.24,28.9,High
SCH00534,2022,Goa,Goa_District_4,Secondary,Urban,Government,335,342,677,23,29.43,20,1,0,1,1,1,1,1,1,0.875,1.021,27.3,26.61,26.95,High
SCH00534,2023,Goa,Goa_District_4,Secondary,Urban,Government,316,342,658,23,28.61,14,1,0,1,1,0,0,1,1,0.625,1.082,13.16,12.96,13.06,Medium
SCH00534,2024,Goa,Goa_District_4,Secondary,Urban,Government,345,319,664,22,30.18,15,1,1,1,1,0,0,1,1,0.75,0.925,11.96,10.94,11.45,Medium
SCH00535,2022,Jharkhand,Jharkhand_District_3,Secondary,Rural,Government,373,383,756,22,34.36,21,1,1,1,1,1,0,1,0,0.75,1.027,8.42,4.14,6.28,Low
SCH00535,2023,Jharkhand,Jharkhand_District_3,Secondary,Rural,Government,326,304,630,19,33.16,17,1,1,0,1,1,0,1,0,0.625,0.933,42.05,50.0,46.02,High
SCH00535,2024,Jharkhand,Jharkhand_District_3,Secondary,Rural,Government,349,323,672,22,30.55,18,0,1,1,0,1,0,1,0,0.5,0.926,29.16,36.16,32.66,High
SCH00536,2022,West Bengal,West Bengal_District_3,Primary,Rural,Government,390,383,773,19,40.68,20,0,0,1,1,1,0,1,1,0.625,0.982,31.5,27.75,29.62,High
SCH00536,2023,West Bengal,West Bengal_District_3,Primary,Rural,Government,382,372,754,24,31.42,15,1,1,1,1,0,1,0,1,0.75,0.974,17.75,15.74,16.74,Medium
SCH00536,2024,West Bengal,West Bengal_District_3,Primary,Rural,Government,374,461,835,23,36.3,27,0,0,0,1,0,0,1,1,0.375,1.233,25.85,25.1,25.47,High
SCH00537,2022,Punjab,Punjab_District_1,Upper Primary,Rural,Government,340,307,647,19,34.05,19,1,1,0,0,1,0,1,1,0.625,0.903,0.13,5.18,2.65,Low
SCH00537,2023,Punjab,Punjab_District_1,Upper Primary,Rural,Government,377,323,700,21,33.33,19,1,1,1,0,1,1,1,1,0.875,0.857,0.87,5.93,3.4,Low
SCH00537,2024,Punjab,Punjab_District_1,Upper Primary,Rural,Government,363,336,699,17,41.12,15,1,1,0,1,1,0,0,1,0.625,0.926,16.13,15.24,15.69,Medium
SCH00538,2022,Tamil Nadu,Tamil Nadu_District_3,Primary,Rural,Private,100,97,197,5,39.4,4,1,1,1,1,0,1,1,0,0.75,0.97,10.77,9.3,10.04,Medium
SCH00538,2023,Tamil Nadu,Tamil Nadu_District_3,Primary,Rural,Private,108,92,200,6,33.33,4,1,1,1,1,1,0,1,1,0.875,0.852,27.18,32.99,30.09,High
SCH00538,2024,Tamil Nadu,Tamil Nadu_District_3,Primary,Rural,Private,106,106,212,6,35.33,5,0,1,1,1,0,0,0,1,0.5,1.0,21.1,16.79,18.94,Medium
SCH00539,2022,Sikkim,Sikkim_District_1,Upper Primary,Urban,Government,206,211,417,12,34.75,8,0,1,1,1,0,0,1,1,0.625,1.024,10.76,6.13,8.44,Low
SCH00539,2023,Sikkim,Sikkim_District_1,Upper Primary,Urban,Government,255,252,507,11,46.09,16,1,1,0,1,1,0,1,1,0.75,0.988,15.55,12.41,13.98,Medium
SCH00539,2024,Sikkim,Sikkim_District_1,Upper Primary,Urban,Government,204,197,401,9,44.56,8,1,1,1,1,1,1,0,0,0.75,0.966,13.98,9.13,11.55,Medium
SCH00540,2022,Meghalaya,Meghalaya_District_1,Secondary,Urban,Private,334,368,702,22,31.91,16,1,0,0,1,1,0,1,0,0.5,1.102,22.32,19.32,20.82,High
SCH00540,2023,Meghalaya,Meghalaya_District_1,Secondary,Urban,Private,372,349,721,27,26.7,20,1,1,1,1,1,0,1,1,0.875,0.938,9.26,6.4,7.83,Low
SCH00540,2024,Meghalaya,Meghalaya_District_1,Secondary,Urban,Private,358,340,698,26,26.85,15,1,1,1,0,0,1,0,1,0.625,0.95,2.0,7.71,4.86,Low
SCH00541,2022,Nagaland,Nagaland_District_2,Primary,Urban,Government,367,447,814,23,35.39,19,1,1,1,0,1,0,0,1,0.625,1.218,20.0,30.22,25.11,High
SCH00541,2023,Nagaland,Nagaland_District_2,Primary,Urban,Government,347,376,723,20,36.15,22,1,1,0,1,1,1,0,1,0.75,1.084,0.0,0.0,0.0,Low
SCH00541,2024,Nagaland,Nagaland_District_2,Primary,Urban,Government,403,431,834,27,30.89,21,1,1,1,1,1,1,1,0,0.875,1.069,18.29,18.07,18.18,Medium
SCH00542,2022,Rajasthan,Rajasthan_District_2,Upper Primary,Urban,Government,188,143,331,8,41.38,7,1,0,1,1,1,1,1,1,0.875,0.761,21.99,23.57,22.78,High
SCH00542,2023,Rajasthan,Rajasthan_District_2,Upper Primary,Urban,Government,166,144,310,7,44.29,8,0,1,1,1,0,1,1,1,0.75,0.867,20.19,18.21,19.2,Medium
SCH00542,2024,Rajasthan,Rajasthan_District_2,Upper Primary,Urban,Government,147,166,313,6,52.17,6,0,1,1,1,1,0,1,0,0.625,1.129,16.82,17.85,17.34,Medium
SCH00543,2022,Haryana,Haryana_District_6,Primary,Rural,Government,329,342,671,25,26.84,20,0,1,1,1,0,0,0,0,0.375,1.04,23.21,26.3,24.75,High
SCH00543,2023,Haryana,Haryana_District_6,Primary,Rural,Government,315,353,668,26,25.69,20,1,1,0,1,1,0,1,0,0.625,1.121,9.15,5.06,7.11,Low
SCH00543,2024,Haryana,Haryana_District_6,Primary,Rural,Government,331,284,615,21,29.29,14,0,1,1,1,0,1,0,1,0.625,0.858,12.92,10.62,11.77,Medium
SCH00544,2022,Gujarat,Gujarat_District_1,Upper Primary,Rural,Government,243,222,465,13,35.77,12,1,1,0,0,0,1,0,1,0.5,0.914,23.19,32.17,27.68,High
SCH00544,2023,Gujarat,Gujarat_District_1,Upper Primary,Rural,Government,239,221,460,15,30.67,12,0,1,1,1,1,0,1,1,0.75,0.925,11.89,7.54,9.71,Low
SCH00544,2024,Gujarat,Gujarat_District_1,Upper Primary,Rural,Government,273,214,487,14,34.79,10,0,1,1,1,0,1,1,1,0.75,0.784,23.0,27.78,25.39,High
SCH00545,2022,Kerala,Kerala_District_6,Higher Secondary,Rural,Private,259,251,510,15,34.0,11,0,1,1,1,1,0,1,0,0.625,0.969,10.04,9.01,9.52,Low
SCH00545,2023,Kerala,Kerala_District_6,Higher Secondary,Rural,Private,255,253,508,12,42.33,15,1,1,1,0,1,0,1,1,0.75,0.992,20.13,30.0,25.06,High
SCH00545,2024,Kerala,Kerala_District_6,Higher Secondary,Rural,Private,281,256,537,13,41.31,11,0,1,1,0,1,1,1,0,0.625,0.911,29.52,43.7,36.61,High
SCH00546,2022,Uttarakhand,Uttarakhand_District_2,Upper Primary,Urban,Government,256,305,561,15,37.4,12,1,1,1,1,0,1,1,0,0.75,1.191,8.02,4.67,6.34,Low
SCH00546,2023,Uttarakhand,Uttarakhand_District_2,Upper Primary,Urban,Government,254,273,527,16,32.94,10,1,1,1,1,0,0,1,0,0.625,1.075,10.37,5.79,8.08,Low
SCH00546,2024,Uttarakhand,Uttarakhand_District_2,Upper Primary,Urban,Government,275,277,552,15,36.8,13,0,1,1,1,1,0,0,1,0.625,1.007,20.98,22.36,21.67,High
SCH00547,2022,Karnataka,Karnataka_District_3,Primary,Rural,Private,130,143,273,6,45.5,7,1,1,0,1,1,0,1,1,0.75,1.1,21.14,22.05,21.6,High
SCH00547,2023,Karnataka,Karnataka_District_3,Primary,Rural,Private,123,136,259,6,43.17,5,0,1,1,1,1,0,0,1,0.625,1.106,17.52,15.28,16.4,Medium
SCH00547,2024,Karnataka,Karnataka_District_3,Primary,Rural,Private,130,115,245,6,40.83,5,0,1,1,1,1,0,0,1,0.625,0.885,30.22,29.56,29.89,High
SCH00548,2022,Bihar,Bihar_District_4,Secondary,Rural,Government,58,52,110,2,55.0,3,0,1,1,1,0,1,1,1,0.75,0.897,24.5,21.78,23.14,High
SCH00548,2023,Bihar,Bihar_District_4,Secondary,Rural,Government,50,55,105,3,35.0,3,1,1,0,1,1,1,0,1,0.75,1.1,12.45,10.88,11.66,Medium
SCH00548,2024,Bihar,Bihar_District_4,Secondary,Rural,Government,53,59,112,3,37.33,3,0,1,1,0,1,1,1,0,0.625,1.113,28.67,37.72,33.2,High
SCH00549,2022,Jharkhand,Jharkhand_District_3,Upper Primary,Rural,Government,50,42,92,3,30.67,3,0,1,0,1,1,0,0,1,0.5,0.84,17.25,21.07,19.16,Medium
SCH00549,2023,Jharkhand,Jharkhand_District_3,Upper Primary,Rural,Government,50,48,98,2,49.0,3,1,1,0,1,0,0,1,0,0.5,0.96,30.57,35.0,32.78,High
SCH00549,2024,Jharkhand,Jharkhand_District_3,Upper Primary,Rural,Government,51,48,99,3,33.0,3,1,1,1,1,0,1,0,0,0.625,0.941,26.53,29.49,28.01,High
SCH00550,2022,Telangana,Telangana_District_3,Upper Primary,Rural,Private,173,185,358,13,27.54,10,0,1,0,1,0,1,1,1,0.625,1.069,28.18,30.41,29.3,High
SCH00550,2023,Telangana,Telangana_District_3,Upper Primary,Rural,Private,181,192,373,12,31.08,7,1,1,1,1,1,1,0,0,0.75,1.061,8.22,4.62,6.42,Low
SCH00550,2024,Telangana,Telangana_District_3,Upper Primary,Rural,Private,179,175,354,13,27.23,9,1,1,0,1,1,0,0,0,0.5,0.978,17.48,14.26,15.87,Medium
SCH00551,2022,Goa,Goa_District_2,Higher Secondary,Rural,Government,410,381,791,17,46.53,22,1,0,1,1,0,0,1,1,0.625,0.929,32.76,34.73,33.75,High
SCH00551,2023,Goa,Goa_District_2,Higher Secondary,Rural,Government,396,403,799,16,49.94,20,1,0,1,0,0,0,0,1,0.375,1.018,41.89,50.0,45.94,High
SCH00551,2024,Goa,Goa_District_2,Higher Secondary,Rural,Government,373,320,693,20,34.65,15,0,1,1,0,1,0,1,1,0.625,0.858,0.3,5.31,2.81,Low
SCH00552,2022,Jharkhand,Jharkhand_District_2,Secondary,Urban,Private,48,46,94,2,47.0,3,1,1,0,1,0,1,0,1,0.625,0.958,22.63,21.08,21.86,High
SCH00552,2023,Jharkhand,Jharkhand_District_2,Secondary,Urban,Private,47,54,101,2,50.5,3,0,1,1,1,1,1,0,1,0.75,1.149,8.03,5.28,6.66,Low
SCH00552,2024,Jharkhand,Jharkhand_District_2,Secondary,Urban,Private,48,52,100,3,33.33,3,0,1,1,0,0,1,0,1,0.5,1.083,2.23,7.59,4.91,Low
SCH00553,2022,Rajasthan,Rajasthan_District_3,Upper Primary,Rural,Government,363,400,763,24,31.79,21,0,0,1,1,0,0,0,1,0.375,1.102,28.3,34.2,31.25,High
SCH00553,2023,Rajasthan,Rajasthan_District_3,Upper Primary,Rural,Government,376,401,777,24,32.38,24,1,1,1,1,1,0,1,0,0.75,1.066,6.81,3.5,5.15,Low
SCH00553,2024,Rajasthan,Rajasthan_District_3,Upper Primary,Rural,Government,381,369,750,23,32.61,23,0,1,1,0,1,0,1,1,0.625,0.969,9.37,16.6,12.98,Medium
SCH00554,2022,Jammu and Kashmir,Jammu and Kashmir_District_1,Upper Primary,Urban,Government,220,235,455,11,41.36,9,1,1,1,1,1,1,1,1,1.0,1.068,26.95,23.21,25.08,High
SCH00554,2023,Jammu and Kashmir,Jammu and Kashmir_District_1,Upper Primary,Urban,Government,211,249,460,10,46.0,14,0,1,1,1,1,0,1,1,0.75,1.18,19.22,15.23,17.23,Medium
SCH00554,2024,Jammu and Kashmir,Jammu and Kashmir_District_1,Upper Primary,Urban,Government,211,192,403,10,40.3,8,0,1,1,0,0,0,0,0,0.25,0.91,16.38,22.7,19.54,Medium
SCH00555,2022,Karnataka,Karnataka_District_3,Upper Primary,Rural,Government,349,359,708,18,39.33,18,0,1,1,1,1,0,1,1,0.75,1.029,32.27,32.39,32.33,High
SCH00555,2023,Karnataka,Karnataka_District_3,Upper Primary,Rural,Government,405,406,811,16,50.69,25,1,1,1,1,1,0,1,1,0.875,1.002,9.61,5.26,7.43,Low
SCH00555,2024,Karnataka,Karnataka_District_3,Upper Primary,Rural,Government,364,408,772,16,48.25,15,1,1,1,1,1,0,1,1,0.875,1.121,23.08,25.87,24.48,High
SCH00556,2022,Assam,Assam_District_1,Upper Primary,Rural,Private,130,139,269,6,44.83,7,0,1,1,1,1,0,1,1,0.75,1.069,27.6,28.9,28.25,High
SCH00556,2023,Assam,Assam_District_1,Upper Primary,Rural,Private,116,127,243,7,34.71,5,0,1,1,1,1,0,1,1,0.75,1.095,19.25,15.54,17.39,Medium
SCH00556,2024,Assam,Assam_District_1,Upper Primary,Rural,Private,125,113,238,7,34.0,6,0,1,1,1,0,0,1,0,0.5,0.904,14.59,11.76,13.18,Medium
SCH00557,2022,Haryana,Haryana_District_4,Upper Primary,Urban,Private,261,230,491,16,30.69,10,1,1,0,1,1,0,1,0,0.625,0.881,17.48,12.64,15.06,Medium
SCH00557,2023,Haryana,Haryana_District_4,Upper Primary,Urban,Private,265,263,528,21,25.14,14,1,1,1,0,1,0,1,0,0.625,0.992,11.53,17.14,14.34,Medium
SCH00557,2024,Haryana,Haryana_District_4,Upper Primary,Urban,Private,257,254,511,16,31.94,12,0,0,1,1,1,0,0,1,0.5,0.988,15.67,12.48,14.08,Medium
SCH00558,2022,Assam,Assam_District_4,Higher Secondary,Rural,Private,360,313,673,18,37.39,21,1,1,1,1,1,0,1,1,0.875,0.869,14.13,10.3,12.21,Medium
SCH00558,2023,Assam,Assam_District_4,Higher Secondary,Rural,Private,334,347,681,18,37.83,22,1,1,1,1,0,0,1,1,0.75,1.039,10.42,9.55,9.99,Low
SCH00558,2024,Assam,Assam_District_4,Higher Secondary,Rural,Private,405,358,763,16,47.69,21,0,1,0,1,1,0,0,0,0.375,0.884,31.86,32.7,32.28,High
SCH00559,2022,Jharkhand,Jharkhand_District_1,Upper Primary,Rural,Government,206,182,388,9,43.11,11,0,1,1,1,1,0,1,1,0.75,0.883,24.51,20.95,22.73,High
SCH00559,2023,Jharkhand,Jharkhand_District_1,Upper Primary,Rural,Government,194,211,405,10,40.5,12,1,1,0,1,1,0,0,0,0.5,1.088,22.69,20.86,21.78,High
SCH00559,2024,Jharkhand,Jharkhand_District_1,Upper Primary,Rural,Government,191,205,396,9,44.0,8,1,1,1,1,1,0,0,1,0.75,1.073,10.33,8.48,9.4,Low
